Date,Author,Verified,Helpful,Title,Rating,Variation,Style
"Reviewed in the United States on July 4, 2013",troncalli01,yes,yes,"Would definitely buy again, especially at this price!",5,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on June 30, 2013",iluvlabs1008,yes,-,Not for a strong chewer,3,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on June 26, 2013",Kathleen Brougham,yes,-,Not meant for a strong chewer,2,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on June 6, 2013",G.P.,yes,yes,Can't leave with dog unattended,3,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on May 25, 2013",LisaVert,yes,-,Dog luvs it,4,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on May 20, 2013",Lady Rott,yes,-,BARGIN PURCHASE,4,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on April 29, 2013",T.O. Perspective,yes,-,"Good, but not long lasting",4,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on April 27, 2013",Rory Bill,yes,-,Don't drop these on ceramic tile,4,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on April 21, 2013",Totoro232,yes,-,Little disappointed,3,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on April 17, 2013",ravpug,yes,-,Work great except for smell,4,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on March 6, 2013",Bob Gooderl,yes,yes,Good product but...,2,-,-
"Reviewed in the United States on February 19, 2013",KJM,yes,yes,Great new chew toy,4,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on February 17, 2013",julieandsherman,yes,yes,Not for heavy chewers,2,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on February 13, 2013",L. Swamy,yes,yes,dog chew doesn't last,3,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on February 10, 2013",Kjohn,yes,yes,My dog LOVES these!,4,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on February 8, 2013",CDRUSNRET,yes,yes,"OUR SHIH-POO, DOLLY, ABSOLUTELY LOVES IT.",5,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on December 24, 2012",A. Quint,yes,yes,"Dog loves it, but not long-lasting",4,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on December 18, 2012",D. D. Dibartolo,yes,-,Lasts long!,4,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on November 9, 2012",R. Haun,yes,-,Too expensive and does not last,3,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on October 13, 2012",J. Russell,yes,yes,5 out of 6 love them,5,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on September 14, 2012",BJ,yes,-,took an 2 hours to finish,2,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on August 24, 2012",spanglemaker,yes,-,Dog loves it,4,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on August 18, 2012",Clara's Stuff,yes,-,not as great as expected,4,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on July 13, 2012",mary,yes,-,Disappointed,2,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on July 5, 2012",Nina C. Johnson,yes,-,Longer lasting,4,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on June 15, 2012",geoffory,yes,yes,Great clean treat,5,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on May 18, 2012",Cyn R,yes,-,Himalayan Chew,2,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on March 27, 2012",mrfazz,yes,yes,"Dog loves it, not as long lasting as antlers",4,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on March 16, 2012",Deborah Estes,yes,yes,Made my dog very happy,4,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on February 13, 2012",dogmom,yes,yes,himalayan 3 1/2 oz. dog chew for dogs 40-80 pounds,3,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on January 27, 2012",Heather Charlton,yes,-,Not so long lasting,4,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on January 13, 2012",lleweck,yes,yes,me,3,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on December 24, 2011",DogLover,yes,-,Probably wouldn't purchase again,3,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on November 21, 2011",Frankie,yes,yes,Great all natural long lasting entertainment!,5,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on September 26, 2011",KP,yes,-,Gone!,4,-,-
"Reviewed in the United States on August 11, 2011",JLA,yes,yes,Not for agressive chewers,1,-,-
"Reviewed in the United States on February 11, 2011",tara,yes,yes,Wish this had lasted longer,2,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
