Date,Author,Verified,Helpful,Title,Body,Rating,Images,Videos,URL,Variation,Style
"Reviewed in the United States on January 9, 2017",NickNick,yes,yes,See video for demo,"Well-made, see video for demonstration.",5,"https://images-na.ssl-images-amazon.com/images/I/711THYrjTtL.jpg , https://images-na.ssl-images-amazon.com/images/I/71upxpmqRvL.jpg , https://images-na.ssl-images-amazon.com/images/I/71upxpmqRvL.jpg",-,https://www.amazon.com/gp/customer-reviews/R33O4DY5V9OBWR/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on April 3, 2020",tia tigresa,yes,yes,"The blade is only 2.25""","These scissors are EXTREMELY small. I used to use the Gingher, 5"" craft scissors but they were discontinued so I was looking for a replacement. On most 5"", craft scissors, the blade is at least 3"" long. On these scissors, the blade is only 2.25"" long, making them pretty much useless for anything other than clipping threads.  I have small hands and my job requires me to do fine, detailed cutting of felt and other fabrics. I need a lightweight scissors b/c I am Doig it all day long, but the tiny blade on these makes it nearly impossible to get a purchase on the material I am working with.I rarely leave reviews, but I feel it is important to clarify these scissors are NOT typical, for 5"" craft scissors . In the event anyone else is looking for something similar to what I was looking for, they are sure to be disappointed.",2,-,-,https://www.amazon.com/gp/customer-reviews/R2DQZBM057D4DA/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B072RV8SC7,"Style: 5"" Straight Scissors ""Micro Tip"""
"Reviewed in the United States on October 5, 2017",Robert D.Robert D.,yes,yes,Don't buy. Broke on first use,"Broke on first use. Went to cut a clothing tag, the thin ones you can pull apart, and the handle came apart. I would not recommend this product to anyone. Very cheaply made.",1,https://images-na.ssl-images-amazon.com/images/I/81mdC1EuKoL.jpg,-,https://www.amazon.com/gp/customer-reviews/R2FUI29HSVJ9WO/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on March 13, 2021",GiseleS,yes,yes,Not impressed,"Very cheap, the smaller pair are hard to hold and not sharp at all.  The larger one are a bit better as far as using them, but they are not sharp either,  they are  good for occasional general use like kid's craft",1,-,-,https://www.amazon.com/gp/customer-reviews/RM24UANF55XC6/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B072RTSD2M,"Style: 8"" and 5"" Scissors Combo Pack"
"Reviewed in the United States on August 7, 2020",Anonymous ,yes,yes,RIGHT HANDED Scissors,I received this product and it was great BUT the large scissors are made for right handed people only making them very uncomfortable to hold and use. I also couldn't find this in the description. If you are left handed I would recommend looking else where for scissors.,2,-,-,https://www.amazon.com/gp/customer-reviews/R3LWNV4JJQMD65/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B072RTSD2M,"Style: 8"" and 5"" Scissors Combo Pack"
"Reviewed in the United States on May 25, 2024",Rabid Reader,yes,yes,Satisfying Scissors,"I have maybe 6 pairs of these in various sizes around the house. They're great scissors. They work smoothly, cut evenly, start out very sharp (until I abuse them for years) and hold up very well.Don't laugh but I put them in the top rack of the dishwasher, because sometimes I use them for icky kitchen stuff (like opening packets of wet & slimy cat food or raw meat...ugh).They clean up great and come out like champs. I will buy more when I destroy the ones I have by using them for something awful.",5,-,-,https://www.amazon.com/gp/customer-reviews/R1O4C3OOAX15PI/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on June 11, 2024",Bronco II,yes,yes,Absolutely perfect,Great little scissors. Really sharp. Easy to handle. I use them to cut out decals for model cars and they work great. The price was terrific for such a quality piece of equipment.,5,-,-,https://www.amazon.com/gp/customer-reviews/R11H46J3XGW8J9/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B072RV8SC7,"Style: 5"" Straight Scissors ""Micro Tip"""
"Reviewed in the United States on December 31, 2015",Delmer Newton,yes,yes,Bad Scissors.,"I thought these would be great because of the Westcott name... But they are a big disappointment. From the start they didn't cut clean and would tear rather than cut at times. Don't waste your money. If they had cost more I would returned them... You know when you get a good pair of scissors in your hand and they just cut, you don't need to try and hold them and manipulate your fingers so the blades close together in a certain way... they just cut no matter how you hold them...Sorry these are no good, most of the time I get good stuff from Amazon.Delmer Newton",2,-,-,https://www.amazon.com/gp/customer-reviews/R1C0VU93WHQXLQ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on June 20, 2018",Jason Beckmann,yes,yes,Good but not durable,"Plastic screw casing that holds the two pieces together broke after a few uses rendering scissors unusable.  Amazon replaced at no charge.  New pair has held up for a few months but I expect scissors to last for years.  These would be better if manufacturer did not use plastic molding to hold it together.  They are sharp and cut through everything I have needed them for (paper, plastic containers, rubber or wire toy bindings).",3,-,-,https://www.amazon.com/gp/customer-reviews/R3JH74BACAKHA5/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B001E69VC2,"Style: 8"" All Purpose ""Bent"""
"Reviewed in the United States on January 6, 2024",TXEAN,yes,yes,Great Household Scissors,"I bought these to replace some cheap scissors that had broken.  Used these for a couple of weeks and was so impressed that I ordered more to replace my cheap scissors that have not yet broken.  These scissors are very sharp, fit my hand well and are easy to use.  The gray plastic part of the handle is hard plastic, but the yellow part in the finger holes is a softer rubber-like material that makes gripping the scissors very comfortable.  I doubt that these scissors are appropriate for heavy duty use, but are perfect for general use around the house.",5,-,-,https://www.amazon.com/gp/customer-reviews/R1YEEW0XO2QJ36/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on August 15, 2023",Brittany Brittany ,yes,yes,Used scissors/ improper item,"I received a pair of used scissors, in the wrong packaging. The entire packaging is dusty and dirty. The scissors are gross! The handles are literally brown!",1,"https://m.media-amazon.com/images/I/61VjE5Kl3QL.jpg , https://m.media-amazon.com/images/I/71PaIf++VML.jpg , https://m.media-amazon.com/images/I/8152yRYb3zL.jpg , https://m.media-amazon.com/images/I/81qSJmx1vaL.jpg",-,https://www.amazon.com/gp/customer-reviews/R3V07PTV8XNODL/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B072RV8SC7,"Style: 5"" Straight Scissors ""Micro Tip"""
"Reviewed in the United States on January 21, 2018",JohnGeorgeJohnGeorge,yes,yes,Broke in 3 months,We've been lightly using these in a kitchen for just under 3 months and the blade broke in half. I had purchased these hoping the titanium blades would hold up.,1,https://images-na.ssl-images-amazon.com/images/I/71srEaDT6CL.jpg,-,https://www.amazon.com/gp/customer-reviews/R2DAKSK121JYUV/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on June 1, 2024",kiasumsam,yes,yes,Strong Scissors But Breaks,"I used these scissors for my crafts all the time, and I use them for cutting open boxes and bags I get in the mail. However, I noticed a huge fault with these. I'm a clumsy person, so after I opened a box one day, I accidentally knocked these scissors onto the floor. I look down, and the scissors are completely broken in half! The plastic supporting the screw that keeps the blades together was completely ruined and I had to throw them away. At first, I thought it was just this pair and the other one will be fine. I was wrong. Today the other pair fell on the floor and broke in half too! I am so disappointed, but beware because the scissors may be strong, but the plastic piece holding the blades together is extremely fragile.",1,-,-,https://www.amazon.com/gp/customer-reviews/R14T9N33PXRBEM/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on February 28, 2023",Goldenmama,yes,yes,"Not smooth, not heavy duty - not worth it","I do not recommend these scissors, unless you don't care about quality.  They feel find in your hand, but do not cut smoothly.  I was reading reviews that said were great quality and they are not.  I would stick with Fiskars, every pair I buy is great quality!",1,-,-,https://www.amazon.com/gp/customer-reviews/R37AOLR6A18ZG5/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on July 20, 2021",R. Russell,yes,yes,Absolute Junk - Who makes scissors that come apart over and over and over...,"I couldn't count the number of times these scissors have come apart.  We finally substituted a different type of screw and that only lasted for a short time.What's pathetic is that the scissors are plenty sharp, especially the tips, but when they come apart in your hands and you can't use them that doesn't count for much.  This company should be ashamed of itself!",1,-,-,https://www.amazon.com/gp/customer-reviews/R3V7AMH74QP0PC/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B072RV8SC7,"Style: 5"" Straight Scissors ""Micro Tip"""
"Reviewed in the United States on July 25, 2022",Ms. Texas,yes,yes,"Good little scissors, but they don't cut all the way to the tip","Purchased these for some fussy-cutting. They are a nice pair, however the frustrating thing is that they do not cut all the way to the tip.  That last 1/8th of an inch is useless, so keep this in mind when selecting.",4,-,-,https://www.amazon.com/gp/customer-reviews/R3KLDAIQQKW4B9/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B072RV8SC7,"Style: 5"" Straight Scissors ""Micro Tip"""
"Reviewed in the United States on August 18, 2015",RC Kobb,yes,yes,"Nice, but the ""non-stick"" ones are better.","Westcott makes a Titanium line that also includes a ""non-stick"" feature. I thought these were those. They aren't. These are quite good, but the ""non-stick"" ones are so much better. We often use these for food preparation (cutting vegetables, or slicing a pizza), and the ""non-stick"" Titanium scissors can be cleaned and don't discolor.Again, these are excellent, and if you don't think they'll ever get wet -- they are all you need. If you plan to ever clean them, get the ""non-stick"" variety.",4,-,-,https://www.amazon.com/gp/customer-reviews/R1C6R2D4AZQ3XZ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on February 4, 2024",G. Morgan,yes,yes,Great all around scissors!,"My tweens keep taking these out of the kitchen utility drawer and so I've have to get a pair for multiple rooms in the house. These are perfect all around scissors. Precise enough but easy to grip and use. Not too small or too large/heavy, but still a great quality, not cheap.",5,-,-,https://www.amazon.com/gp/customer-reviews/R1C31566Y9BZKC/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on July 31, 2022",Mark B.Mark B.,yes,yes,Junk plastic handle cracks immediately and falls apart later.,"I always thought Westcott made high quality scissors, but these are not it. They both cracked almost immediately in the exact same spot despite minimal, light usage. One pair already fell apart completely while the other is hanging on by the skin of its teeth; it’s just a matter of time.",1,https://m.media-amazon.com/images/I/61Z8IThK9pL.jpg,-,https://www.amazon.com/gp/customer-reviews/R126F2SKG4SOG9/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
